"","0000090703","0000090706","aa02121030","aa02121038","ab00190001","ab00190002","ab00690002","ab02121060","ab03125001","ab03125002","ab03125003","ab03125004","ab03125005","ab03125006","ab05191001","ab05191002","ab05191003","ab05191004","ab05191010","ab07153001","ab07153002","ab07153003","ab07153004","ab07153005","ab07153006","ab07153007","ab07153008","ab07153009","ab07153048","ab07153049","ab07153051","ab07153052","ab07153053","ab07153054","ab07153055","ab07153056","ab07153057","ab07153096","ab07153097","ab07153098","ab07153099","ab07153101","ab07153103","ab07153104","ab07153106","ab07153149","ab07153152","ab07153154","ab07153201","ab07153251","ab07153252","ab07153253","ab07153255","ab07153258","ab07153259","ab07153262","ab07153263","ab07153266","ab07153268","ab07153269","ab07153270","ab07153272","ab07153273","ab07153275","ab07153283","ab07153299","ab07193001","ab07193002","ab07193003","ab07193010","ab07193013","ab07253151","ab07253153","ab07253197","ab07253198","ab07253199","ab07253256","ab07253258","ab07253260","ab07253261","ab07253264","ab07294010","ab07351001","ab07453002","ab07453003","ab07453004","ab07453005","ab07453006","ab07453007","ab07453008","ab07453009","ab07453010","ab07453011","ab07453012","ab07453013","ab07453014","ab07453015","ab07453016","ab07453017","ab07453018","ab07453097","ab07453098","ab07453099","ab07553101","ab07553102","ab11121039","ab11121103","gx01110102","gx01110103","gx01110105","gx01110106","gx01120303","gx01120403","gx01120410","gx01120421","gx01120422","gx01120424","gx01120425","gx01120426","gx01120429","gx01120430","gx01120431","gx01120432","gx01120701","gx01130301","gx01130302","gx01130401","gx01210502","gx01210701","gx01220202","gx01220204","gx01220205","gx01240501","gx01240504","gx01240507","gx01240508","gx01240509","gx01250104","gx01250203","gx01250206","gx01250207","gx01250208","gx01250209","gx01250302","gx01250501","gx01250504","gx01340602","gx01340603","gx01410602","gx01440601","gx01450501","gx01450602","gx01640601","gx01640603","gx01910302","gx01910303","gx01910304","gx01910701","gx01910704","gx01910714","gx01950601","gx01960701","gx01960702","gx01960703","gx01980409","gx01980410","gx02110101","gx02110104","gx02120101","gx02120302","gx02120304","gx02120401","gx02120402","gx02120406","gx02120412","gx02120413","gx02120414","gx02120416","gx02120417","gx02120432","gx02120433","gx02120434","gx02130402","gx02210501","gx02210503","gx02210504","gx02210505","gx02210506","gx02210507","gx02210508","gx02220201","gx02230501","gx02240503","gx02240505","gx02240506","gx02250105","gx02250108","gx02250201","gx02250205","gx02250210","gx02250301","gx02250503","gx02410606","gx02430602","gx02450601","gx02450603","gx02450604","gx02450605","gx02450606","gx02450607","gx02450608","gx02510701","gx02610601","gx02620602","gx02640602","gx02760101","gx02900101","gx02900103","gx02900104","gx02900601","gx02900701","gx02910301","gx02910401","gx02910403","gx02910404","gx02910702","gx02910705","gx02950601","gx02950602","gx02960717","gx02960724","gx02960727","gx02980401","gx02980402","gx02980404","gx02980405","gx02980406","gx02980407","gx02980408","gx02980411","gx02980412","gx02980413","gx02980414","gx02980415","ty00000001","ty00000002","ty00000003","ty00000004","ty00000005","ty00000006","ty00000008","ty00000009","ty00000010","ty00000011","ty00000012","ty30000001","ty30000006","ty30000010","ty30000011","ty40000006"
"53100302",75,80,85,90,77,86,80,80,77,38,65,73,81,82,77,60,72,62,80.5882352941177,67,60,72,62,31,77,60,61,77,75.4404761904762,73.25,60,54,73,64,72,81,71,81.2738095238095,74.8571428571429,78.3928571428571,71.1190476190476,65,51,60,53,83.5357142857143,50,68,76.5789473684211,78.6463414634146,60,61,74.7881355932203,61.6666666666667,80,85,70.4761904761905,90,85,70.5,86.8535353535353,77.6543209876543,79.3434343434343,72.1,70,85.3809523809524,71,45,33,37,75,72,66,75.1190476190476,76.9880952380952,80,72.5384615384615,73,78.475,72,65.9090909090909,39,69,90,60,70,70,70,70,70,60,80,72,75.5,70,67,90,71,85,80,75.6547619047619,73.4523809523809,77.3809523809524,70,91,82,88,90,60,83.2142857142857,80,76.875,80.625,72.8787878787879,80.4949494949495,71.25,83.3333333333333,86,78.7931034482759,70,90,83.75,81.7058823529412,75,87.1071428571429,65.2,76.7857142857143,60,75.7142857142857,76.9230769230769,72.9166666666667,77.6470588235294,71,90,79.3571428571429,84.5333333333333,76.6666666666667,70,86,52.1,75,72,86.3333333333333,80,81.4736842105263,82.8125,82,82.5,80,80,73.3333333333333,85.7142857142857,84.9333333333333,90,80,77.5,86.1870503597122,84.7777777777778,75,84,85,80,70.7407407407407,80,69.3805309734513,90,71.1111111111111,80.1333333333333,80,88,79.3333333333333,78,77.1428571428571,85.3846153846154,80.6451612903226,83.75,86,85,85.2380952380952,80,75,85,89.3333333333333,84.2857142857143,70,79.6428571428571,76.1764705882353,81,90,85,70,79.0909090909091,85.7142857142857,69.3333333333333,74.7037037037037,73.3333333333333,82,90,87.5,83.1578947368421,69.375,61,60,87,90,75,77.5714285714286,79.0909090909091,66.6666666666667,90,90,79.8,86,80,82.3076923076923,81.5333333333333,84,72.6315789473684,76.6666666666667,90,71.3333333333333,67.5,90,80,70,86.6666666666667,51.5,80,90,80.9090909090909,80,91,84.2857142857143,71.8181818181818,76.6666666666667,77.2727272727273,67.5,73.5714285714286,69.0909090909091,75,74.5161290322581,66.1111111111111,79.5,77.1428571428571,85.9040590405904,86.3265306122449,84.3076923076923,90,80,84.0740740740741,90,86.969696969697,83.3333333333333,77.4725274725275,85.6756756756757,90,80,90,70,80
"53100304",85,90,85,90,80,88,70,80,82,82,81,79,83,83,74,68,67,75,80.5882352941177,83,80,82,96,90,94,75,73,81,75.4404761904762,73.25,87,75,93,84,82,83,81,81.2738095238095,74.8571428571429,78.3928571428571,71.1190476190476,78,86,88,86,83.5357142857143,86,85,76.5789473684211,78.6463414634146,90,70,74.7881355932203,61.6666666666667,80,97,70.4761904761905,90,80.8663366336634,70.5,86.8535353535353,83,79.3434343434343,72.1,70,85.3809523809524,83,82,76,69,97,75,77,75.1190476190476,76.9880952380952,80,72.5384615384615,83,78.475,78,65.9090909090909,87,85,80,80,90,90,90,90,90,90,90,89,78,90,85,90,85,94,90,75.6547619047619,73.4523809523809,77.3809523809524,90,82,82,88,90,60,83.2142857142857,80,76.875,80.625,72.8787878787879,80.4949494949495,71.25,83.3333333333333,86,78.7931034482759,70,90,83.75,81.7058823529412,75,87.1071428571429,65.2,70,70,75.7142857142857,76.9230769230769,80,77.6470588235294,71,90,79.3571428571429,84.5333333333333,76.6666666666667,70,86,52.1,75,72,86.3333333333333,80,81.4736842105263,82.8125,82,82.5,80,80,73.3333333333333,85.7142857142857,90,90,79.9065420560748,77.5,86.1870503597122,84.7777777777778,75,84,85,70,70.7407407407407,80,69.3805309734513,70.5882352941177,71.1111111111111,80.1333333333333,80,88,79.3333333333333,78,77.1428571428571,85.3846153846154,80.6451612903226,83.75,86,85,85.2380952380952,80,75,85,89.3333333333333,84.2857142857143,70,79.6428571428571,76.1764705882353,81,77.2222222222222,85,70,79.0909090909091,85.7142857142857,69.3333333333333,74.7037037037037,73.3333333333333,82,90,87.5,83.1578947368421,69.375,61,60,87,90,75,77.5714285714286,79.0909090909091,66.6666666666667,90,90,79.8,86,80,82.3076923076923,81.5333333333333,84,72.6315789473684,76.6666666666667,90,70,67.5,90,80,70,86.6666666666667,51.5,80,90,80.9090909090909,80,91,84.2857142857143,71.8181818181818,76.6666666666667,77.2727272727273,67.5,73.5714285714286,69.0909090909091,75,74.5161290322581,66.1111111111111,79.5,77.1428571428571,80,86.3265306122449,84.3076923076923,87.5,80,84.0740740740741,90,86.969696969697,83.3333333333333,77.4725274725275,85.6756756756757,90,80,90,70,80
"53100305",84,85,85,90,93,90,70,80,91,85,86,80,82,85,83.1780487804878,83,81,84,92,67,60,73,85,60,64,75,60,76,75.4404761904762,73.25,69,68,49,61,64,79,67,81.2738095238095,74.8571428571429,78.3928571428571,71.1190476190476,83,73,80,72,83.5357142857143,74,68,76.5789473684211,78.6463414634146,70,71.0734265734266,74.7881355932203,61.6666666666667,80,81,82,90,92,70.5,100,77.6543209876543,79.3434343434343,72.1,70,85.3809523809524,60,61,69,68,66,67,70,75.1190476190476,76.9880952380952,80,72.5384615384615,75.1442307692308,78.475,75,65.9090909090909,73,86,80,70,70,80,90,90,90,80,60,92,79,80,72,90,75,92,80,75.6547619047619,73.4523809523809,77.3809523809524,90,82,82,88,90,60,83.2142857142857,80,76.875,80.625,72.8787878787879,80.4949494949495,71.25,83.3333333333333,86,78.7931034482759,70,90,83.75,81.7058823529412,75,87.1071428571429,65.2,76.7857142857143,68.066985645933,75.7142857142857,76.9230769230769,72.9166666666667,77.6470588235294,71,90,79.3571428571429,95,76.6666666666667,70,90,52.1,75,72,86.3333333333333,80,81.4736842105263,82.8125,82,82.5,80,80,73.3333333333333,85.7142857142857,84.9333333333333,90,79.9065420560748,77.5,86.1870503597122,84.7777777777778,75,84,85,80,70.7407407407407,80,80,70.5882352941177,71.1111111111111,80.1333333333333,80,88,79.3333333333333,78,77.1428571428571,85.3846153846154,80.6451612903226,83.75,86,85,85.2380952380952,80,75,85,89.3333333333333,84.2857142857143,70,79.6428571428571,76.1764705882353,81,77.2222222222222,85,70,79.0909090909091,85.7142857142857,69.3333333333333,74.7037037037037,73.3333333333333,82,90,87.5,83.1578947368421,69.375,61,60,87,90,90,77.5714285714286,79.0909090909091,66.6666666666667,90,90,79.8,86,80,82.3076923076923,81.5333333333333,84,72.6315789473684,76.6666666666667,90,70,67.5,90,80,70,86.6666666666667,51.5,80,90,80.9090909090909,80,91,84.2857142857143,71.8181818181818,76.6666666666667,77.2727272727273,67.5,73.5714285714286,69.0909090909091,75,74.5161290322581,66.1111111111111,79.5,77.1428571428571,85.9040590405904,86.3265306122449,90,87.5,80,84.0740740740741,90,86.969696969697,83.3333333333333,90,85.6756756756757,90,80,90,70,80
"53100306",73,85,85,90,71,87,90,80,90,76,83,76,82,82,81,76,75,75,80.5882352941177,76,62,69,90,61,69,61,60,77,75.4404761904762,73.25,69,70,74,63,69,73,77,81.2738095238095,74.8571428571429,78.3928571428571,71.1190476190476,85,70,65,71,83.5357142857143,75,84,90,78.6463414634146,70,69,74.7881355932203,61.6666666666667,80,87.9077380952381,70.4761904761905,90,80.8663366336634,70.5,86.8535353535353,85,79.3434343434343,72.1,70,85.3809523809524,65,49,26,51,69,61,63,75.1190476190476,76.9880952380952,80,72.5384615384615,67,78.475,84,65.9090909090909,70,81,60,70,70,60,70,60,80,70,60,86,74.5,70,67,70,81,97,80,75.6547619047619,73.4523809523809,77.3809523809524,80,78,82,88,90,60,83.2142857142857,80,76.875,80.625,72.8787878787879,80.4949494949495,71.25,83.3333333333333,86,78.7931034482759,70,90,83.75,81.7058823529412,75,87.1071428571429,65.2,76.7857142857143,68.066985645933,75.7142857142857,76.9230769230769,72.9166666666667,77.6470588235294,71,90,79.3571428571429,89,76.6666666666667,70,86,52.1,75,72,86.3333333333333,80,81.4736842105263,82.8125,82,82.5,80,80,73.3333333333333,85.7142857142857,84.9333333333333,90,90,77.5,86.1870503597122,84.7777777777778,75,84,85,80,70.7407407407407,80,80,70.5882352941177,71.1111111111111,80.1333333333333,80,88,79.3333333333333,78,77.1428571428571,85.3846153846154,80.6451612903226,83.75,86,85,90,80,75,85,89.3333333333333,84.2857142857143,70,79.6428571428571,76.1764705882353,81,77.2222222222222,85,70,79.0909090909091,80,69.3333333333333,74.7037037037037,73.3333333333333,82,90,87.5,83.1578947368421,69.375,61,60,87,90,75,77.5714285714286,79.0909090909091,66.6666666666667,90,90,79.8,86,80,82.3076923076923,81.5333333333333,84,72.6315789473684,76.6666666666667,90,71.3333333333333,67.5,90,80,70,86.6666666666667,51.5,80,90,80.9090909090909,80,91,84.2857142857143,71.8181818181818,76.6666666666667,77.2727272727273,67.5,73.5714285714286,69.0909090909091,75,74.5161290322581,66.1111111111111,79.5,77.1428571428571,85.9040590405904,86.3265306122449,80,87.5,80,84.0740740740741,90,86.969696969697,83.3333333333333,80,85.6756756756757,90,80,90,70,80
"53100307",80,90,85,90,88,89,80,80,85,67,76,77,86,77,86,66,75,60,80.5882352941177,82,68,69,61,65,60,63,60,46,75.4404761904762,73.25,74,61,68,61,74,72,62,81.2738095238095,74.8571428571429,78.3928571428571,71.1190476190476,93,91,77,72,83.5357142857143,74,75,76.5789473684211,78.6463414634146,90,61,74.7881355932203,61.6666666666667,80,89,70.4761904761905,90,72,70.5,77,77.6543209876543,69,72.1,70,85.3809523809524,75,66,80,67,90,69,52,75.1190476190476,76.9880952380952,80,72.5384615384615,75.1442307692308,78.475,75.5454545454545,65.9090909090909,71,69,80,70,80,80,80,70,80,60,90,83,85,60,71,80,70,80,80,75.6547619047619,73.4523809523809,77.3809523809524,70,78,82,88,90,60,83.2142857142857,80,76.875,80.625,72.8787878787879,80.4949494949495,71.25,83.3333333333333,86,78.7931034482759,70,90,83.75,81.7058823529412,75,87.1071428571429,65.2,70,68.066985645933,75.7142857142857,76.9230769230769,72.9166666666667,77.6470588235294,71,90,79.3571428571429,84.5333333333333,76.6666666666667,70,86,52.1,75,72,86.3333333333333,80,80,82.8125,82,82.5,80,80,73.3333333333333,85.7142857142857,84.9333333333333,90,79.9065420560748,77.5,90,84.7777777777778,75,84,85,80,70.7407407407407,80,69.3805309734513,70.5882352941177,71.1111111111111,80.1333333333333,80,88,79.3333333333333,78,77.1428571428571,85.3846153846154,80.6451612903226,83.75,86,85,85.2380952380952,80,75,85,89.3333333333333,84.2857142857143,70,79.6428571428571,76.1764705882353,81,77.2222222222222,85,70,79.0909090909091,85.7142857142857,69.3333333333333,74.7037037037037,73.3333333333333,82,90,87.5,80,69.375,61,60,87,90,75,77.5714285714286,79.0909090909091,66.6666666666667,90,90,79.8,86,80,82.3076923076923,81.5333333333333,84,72.6315789473684,76.6666666666667,90,71.3333333333333,67.5,90,80,70,86.6666666666667,51.5,80,90,80.9090909090909,80,91,84.2857142857143,71.8181818181818,76.6666666666667,77.2727272727273,67.5,73.5714285714286,69.0909090909091,75,74.5161290322581,66.1111111111111,79.5,77.1428571428571,80,86.3265306122449,84.3076923076923,87.5,80,84.0740740740741,90,86.969696969697,83.3333333333333,80,85.6756756756757,90,80,90,70,80
"53100308",87,87,85,90,84,90,70,80,83,82,79,78,83,81,75,61,74,71,80.5882352941177,24,60,67,82,60,81,60,61,85,75.4404761904762,73.25,76,64,75,60,72,74,78,81.2738095238095,74.8571428571429,78.3928571428571,71.1190476190476,71,81,68,64,83.5357142857143,85,79,76.5789473684211,87,72.6335877862595,66,74.7881355932203,61.6666666666667,80,82,70.4761904761905,90,80.8663366336634,70.5,86.8535353535353,84,75,72.1,70,85.3809523809524,65,63,65,50,80,68,60,75.1190476190476,76.9880952380952,80,72.5384615384615,75,78.475,75.5454545454545,65.9090909090909,83,76,70,70,70,70,80,70,80,60,90,82,70,60,64,90,71,78,80,75.6547619047619,73.4523809523809,77.3809523809524,90,80,82,88,90,60,83.2142857142857,80,76.875,80.625,72.8787878787879,80,71.25,83.3333333333333,86,78.7931034482759,70,90,83.75,81.7058823529412,75,87.1071428571429,65.2,76.7857142857143,80,75.7142857142857,76.9230769230769,72.9166666666667,77.6470588235294,71,90,79.3571428571429,84.5333333333333,76.6666666666667,70,86,52.1,75,72,86.3333333333333,80,81.4736842105263,82.8125,82,82.5,80,80,73.3333333333333,85.7142857142857,84.9333333333333,90,79.9065420560748,77.5,90,84.7777777777778,75,84,85,80,70.7407407407407,80,80,70.5882352941177,71.1111111111111,80.1333333333333,80,88,79.3333333333333,78,77.1428571428571,85.3846153846154,80.6451612903226,83.75,86,85,85.2380952380952,80,75,85,89.3333333333333,84.2857142857143,70,79.6428571428571,76.1764705882353,81,77.2222222222222,85,70,79.0909090909091,85.7142857142857,69.3333333333333,79,73.3333333333333,82,90,87.5,83.1578947368421,69.375,61,60,87,90,75,77.5714285714286,79.0909090909091,66.6666666666667,90,90,79.8,86,80,82.3076923076923,81.5333333333333,84,72.6315789473684,76.6666666666667,90,71.3333333333333,67.5,90,80,70,86.6666666666667,51.5,80,90,80.9090909090909,80,91,84.2857142857143,71.8181818181818,76.6666666666667,77.2727272727273,67.5,73.5714285714286,69.0909090909091,75,80,66.1111111111111,79.5,77.1428571428571,85.9040590405904,86.3265306122449,84.3076923076923,87.5,80,84.0740740740741,90,86.969696969697,83.3333333333333,80,85.6756756756757,90,80,90,70,80
"53100309",79,88,85,90,82,90,70,80,85,77,80,76,80,83,86,72,78,77,80.5882352941177,82,44,85,74,66,68,60,68,83,75.4404761904762,73.25,73,73,71,79,72,75,69,81.2738095238095,74.8571428571429,78.3928571428571,71.1190476190476,66,71,73,72,83.5357142857143,74,68,70,78.6463414634146,60,66,74.7881355932203,61.6666666666667,80,87.9077380952381,70.4761904761905,90,80.8663366336634,70.5,86.8535353535353,69,62,72.1,70,85.3809523809524,74,68,69,60,85,52,71,75.1190476190476,76.9880952380952,80,72.5384615384615,76,78.475,75.5454545454545,65.9090909090909,50,72,60,80,60,80,80,80,70,60,80,75,71,70,62,80,73,77,80,75.6547619047619,73.4523809523809,77.3809523809524,90,80,82,88,90,60,83.2142857142857,80,76.875,80.625,72.8787878787879,82,71.25,83.3333333333333,86,78.7931034482759,70,90,83.75,80,75,87.1071428571429,65.2,76.7857142857143,68.066985645933,75.7142857142857,76.9230769230769,72.9166666666667,77.6470588235294,71,90,79.3571428571429,84.5333333333333,76.6666666666667,70,80,52.1,75,72,86.3333333333333,80,81.4736842105263,82.8125,82,82.5,80,80,73.3333333333333,85.7142857142857,84.9333333333333,90,79.9065420560748,77.5,86.1870503597122,70,75,84,85,80,70.7407407407407,80,69.3805309734513,70.5882352941177,71.1111111111111,80.1333333333333,80,88,79.3333333333333,78,77.1428571428571,85.3846153846154,80.6451612903226,90,86,85,85.2380952380952,80,75,85,89.3333333333333,84.2857142857143,80,79.6428571428571,76.1764705882353,81,77.2222222222222,85,70,79.0909090909091,85.7142857142857,69.3333333333333,74.7037037037037,73.3333333333333,82,90,87.5,90,69.375,61,60,87,90,75,77.5714285714286,79.0909090909091,66.6666666666667,90,90,79.8,86,80,82.3076923076923,81.5333333333333,84,72.6315789473684,76.6666666666667,90,71.3333333333333,67.5,90,80,70,86.6666666666667,51.5,80,90,80.9090909090909,80,91,84.2857142857143,71.8181818181818,76.6666666666667,77.2727272727273,67.5,73.5714285714286,69.0909090909091,75,90,66.1111111111111,79.5,77.1428571428571,80,86.3265306122449,84.3076923076923,87.5,80,84.0740740740741,90,86.969696969697,83.3333333333333,77.4725274725275,85.6756756756757,90,80,90,70,80
"53100310",70,85,85,90,72,87,80,80,81,77,68,71,86,81,84,61,79,72,80.5882352941177,25,39,63,73,47,60,45,61,76,75.4404761904762,73.25,72,62,61,62,70,85,60,81.2738095238095,74.8571428571429,78.3928571428571,71.1190476190476,26,60,61,75,83.5357142857143,71,69,80,83,72.6335877862595,61,74.7881355932203,61.6666666666667,80,87.9077380952381,70.4761904761905,90,80.8663366336634,70.5,74,71,60,72.1,70,85.3809523809524,63,63,24,62,81,61,51,75.1190476190476,76.9880952380952,80,72.5384615384615,75.1442307692308,78.475,75.5454545454545,65.9090909090909,57,67,80,60,60,60,60,60,70,60,80,75,65.5,60,61,80,75,75,70,75.6547619047619,73.4523809523809,77.3809523809524,80,82,82,88,90,60,83.2142857142857,80,76.875,80.625,72.8787878787879,81,71.25,83.3333333333333,86,78.7931034482759,70,90,83.75,81.7058823529412,75,87.1071428571429,65.2,76.7857142857143,68.066985645933,75.7142857142857,76.9230769230769,72.9166666666667,77.6470588235294,71,90,79.3571428571429,84.5333333333333,80,70,80,52.1,75,72,86.3333333333333,80,81.4736842105263,82.8125,82,82.5,80,80,73.3333333333333,85.7142857142857,84.9333333333333,90,79.9065420560748,77.5,86.1870503597122,84.7777777777778,75,84,85,80,70.7407407407407,80,69.3805309734513,70.5882352941177,71.1111111111111,80.1333333333333,80,88,79.3333333333333,78,77.1428571428571,85.3846153846154,80,83.75,86,85,85.2380952380952,80,75,85,89.3333333333333,84.2857142857143,70,79.6428571428571,76.1764705882353,81,77.2222222222222,85,70,79.0909090909091,85.7142857142857,69.3333333333333,74.7037037037037,73.3333333333333,82,90,87.5,83.1578947368421,69.375,61,60,87,90,75,77.5714285714286,79.0909090909091,66.6666666666667,90,90,79.8,86,80,82.3076923076923,81.5333333333333,84,72.6315789473684,76.6666666666667,90,70,67.5,90,80,70,86.6666666666667,51.5,80,90,80.9090909090909,80,91,84.2857142857143,71.8181818181818,76.6666666666667,77.2727272727273,67.5,73.5714285714286,69.0909090909091,75,74.5161290322581,80,79.5,77.1428571428571,90,86.3265306122449,84.3076923076923,87.5,80,84.0740740740741,90,86.969696969697,83.3333333333333,77.4725274725275,85.6756756756757,90,80,90,70,80
"53100311",79,87,85,90,63,88,60,80,84,60,73,75,81,81,80,60,75,66,80.5882352941177,62,27,75,45,60,69,44,36,85,75.4404761904762,73.25,68,60,75,64,80,72,70,81.2738095238095,74.8571428571429,78.3928571428571,71.1190476190476,53,31,83,66,83.5357142857143,78,85,76.5789473684211,81,72.6335877862595,60,74.7881355932203,61.6666666666667,80,89,70.4761904761905,90,80,70.5,86.8535353535353,77.6543209876543,79.3434343434343,72.1,70,85.3809523809524,60,33,25,14,71,80,70,75.1190476190476,76.9880952380952,80,72.5384615384615,65,78.475,77,65.9090909090909,38,60,60,60,60,60,60,60,80,60,90,75,69,60,60,80,78,79,80,75.6547619047619,73.4523809523809,77.3809523809524,60,76,82,88,90,60,83.2142857142857,80,76.875,80.625,72.8787878787879,80,71.25,83.3333333333333,86,78.7931034482759,70,90,83.75,81.7058823529412,75,87.1071428571429,65.2,76.7857142857143,68.066985645933,75.7142857142857,76.9230769230769,72.9166666666667,77.6470588235294,71,90,79.3571428571429,78,76.6666666666667,70,86,52.1,75,72,86.3333333333333,80,81.4736842105263,82.8125,82,82.5,80,80,73.3333333333333,85.7142857142857,84.9333333333333,90,70,77.5,86.1870503597122,84.7777777777778,75,84,85,80,30,80,69.3805309734513,70.5882352941177,71.1111111111111,80.1333333333333,80,88,79.3333333333333,78,77.1428571428571,85.3846153846154,80.6451612903226,83.75,86,85,85.2380952380952,80,75,85,89.3333333333333,84.2857142857143,70,79.6428571428571,76.1764705882353,81,77.2222222222222,85,70,79.0909090909091,85.7142857142857,69.3333333333333,74.7037037037037,73.3333333333333,82,90,87.5,83.1578947368421,69.375,61,60,80,90,75,77.5714285714286,79.0909090909091,66.6666666666667,90,90,79.8,86,80,82.3076923076923,81.5333333333333,84,72.6315789473684,76.6666666666667,90,71.3333333333333,67.5,90,80,70,86.6666666666667,51.5,80,90,80.9090909090909,80,91,84.2857142857143,71.8181818181818,76.6666666666667,77.2727272727273,67.5,73.5714285714286,69.0909090909091,75,74.5161290322581,70,79.5,77.1428571428571,60,86.3265306122449,84.3076923076923,87.5,80,84.0740740740741,90,86.969696969697,83.3333333333333,60,85.6756756756757,90,80,90,70,80
"53100312",69,84,85,90,73,86,80,80,92,80,90,92,83,82,89,79,76,80,80.5882352941177,90,85,90,91,80,90,86,85,92,75.4404761904762,73.25,91,96,90,83,93,90,91,81.2738095238095,74.8571428571429,78.3928571428571,71.1190476190476,94,96,95,85,83.5357142857143,96,94,76.5789473684211,90,72.6335877862595,60,74.7881355932203,61.6666666666667,80,98,70.4761904761905,90,84,70.5,86.8535353535353,77.6543209876543,60,72.1,70,85.3809523809524,70,80,93,96,93,83,60,75.1190476190476,76.9880952380952,80,72.5384615384615,71,78.475,75.5454545454545,65.9090909090909,78,80,90,90,90,90,80,90,90,90,90,95,85,90,80,90,86,95,90,75.6547619047619,73.4523809523809,77.3809523809524,70,80,82,88,90,60,83.2142857142857,80,76.875,80.625,72.8787878787879,75,71.25,83.3333333333333,86,78.7931034482759,70,90,83.75,81.7058823529412,75,87.1071428571429,65.2,76.7857142857143,60,75.7142857142857,76.9230769230769,72.9166666666667,77.6470588235294,71,90,79.3571428571429,84.5333333333333,76.6666666666667,70,86,52.1,75,72,86.3333333333333,80,81.4736842105263,82.8125,82,82.5,80,80,73.3333333333333,85.7142857142857,84.9333333333333,90,79.9065420560748,77.5,90,84.7777777777778,75,84,85,80,70.7407407407407,80,70,70.5882352941177,71.1111111111111,80.1333333333333,80,88,79.3333333333333,78,77.1428571428571,85.3846153846154,80.6451612903226,83.75,86,85,85.2380952380952,80,75,85,89.3333333333333,84.2857142857143,70,79.6428571428571,76.1764705882353,81,77.2222222222222,85,70,79.0909090909091,85.7142857142857,69.3333333333333,74.7037037037037,73.3333333333333,82,90,87.5,83.1578947368421,69.375,61,60,87,90,75,77.5714285714286,79.0909090909091,66.6666666666667,90,90,79.8,86,80,82.3076923076923,81.5333333333333,84,72.6315789473684,76.6666666666667,90,80,67.5,90,80,70,86.6666666666667,51.5,80,90,80.9090909090909,80,91,84.2857142857143,71.8181818181818,76.6666666666667,77.2727272727273,67.5,73.5714285714286,69.0909090909091,75,74.5161290322581,80,79.5,77.1428571428571,85.9040590405904,86.3265306122449,90,87.5,80,84.0740740740741,90,86.969696969697,90,77.4725274725275,85.6756756756757,90,80,90,70,80
"53100313",69,85,85,90,80,86,70,80,83,67,70,72,80,80,81,61,66,65,80.5882352941177,52,34,73,54,47,70,36,60,78,75.4404761904762,73.25,71,60,77,63,75,67,77,81.2738095238095,74.8571428571429,78.3928571428571,71.1190476190476,74,74,73,67,83.5357142857143,77,73,76.5789473684211,78.6463414634146,70,62,74.7881355932203,61.6666666666667,80,72,70.4761904761905,90,68,70.5,86.8535353535353,77.6543209876543,79.3434343434343,72.1,70,85.3809523809524,63,61,68,36,73,72,60,75.1190476190476,76.9880952380952,80,72.5384615384615,61,78.475,75,65.9090909090909,61,67,60,60,60,60,60,60,80,60,70,78,70,60,61,70,64,79,60,75.6547619047619,73.4523809523809,77.3809523809524,60,76,82,88,90,60,83.2142857142857,80,76.875,80.625,72.8787878787879,81,71.25,83.3333333333333,86,80,70,90,83.75,81.7058823529412,75,87.1071428571429,65.2,76.7857142857143,68.066985645933,75.7142857142857,76.9230769230769,72.9166666666667,77.6470588235294,71,90,79.3571428571429,84.5333333333333,76.6666666666667,70,86,52.1,75,72,86.3333333333333,80,80,82.8125,82,82.5,80,80,73.3333333333333,85.7142857142857,84.9333333333333,90,79.9065420560748,77.5,90,84.7777777777778,75,84,85,80,70.7407407407407,80,69.3805309734513,70.5882352941177,71.1111111111111,80.1333333333333,80,88,79.3333333333333,78,77.1428571428571,85.3846153846154,80.6451612903226,83.75,86,85,85.2380952380952,80,75,85,89.3333333333333,84.2857142857143,70,79.6428571428571,76.1764705882353,81,77.2222222222222,85,70,79.0909090909091,85.7142857142857,69.3333333333333,74.7037037037037,73.3333333333333,82,90,87.5,83.1578947368421,69.375,61,60,87,90,75,77.5714285714286,79.0909090909091,66.6666666666667,90,90,79.8,86,80,82.3076923076923,81.5333333333333,84,72.6315789473684,76.6666666666667,90,71.3333333333333,67.5,90,80,70,86.6666666666667,51.5,80,90,80.9090909090909,80,91,84.2857142857143,71.8181818181818,76.6666666666667,77.2727272727273,67.5,73.5714285714286,69.0909090909091,75,74.5161290322581,70,79.5,77.1428571428571,80,86.3265306122449,84.3076923076923,87.5,80,84.0740740740741,90,86.969696969697,83.3333333333333,77.4725274725275,85.6756756756757,90,80,90,70,80
